study_hours,attendance,test_score,Result
9.05344615384884,87.92699414641993,75.6713853865186,PASS
6.381099809299767,99.87604663200024,72.46926927927292,PASS
9.296868115208053,61.04270892710261,79.0248164392291,PASS
1.7964325184672756,86.0312973358676,45.01007789226357,FAIL
2.763845761772307,64.11585481655453,38.20380322485192,FAIL
1.4070456001948426,68.79253721823453,33.09318654369031,FAIL
3.927972976869379,77.6503277931022,42.88404195810449,FAIL
4.498095607205338,92.42062685118032,63.87427766223461,PASS
3.442141285965063,99.04500815195772,56.4395237055444,FAIL
8.458637582367365,86.0964048318711,75.82935027663214,PASS
4.210779940242304,65.06600693004003,63.04584031245184,FAIL
3.528410587186426,65.2814201366242,45.24838553241025,FAIL
5.884264748424236,84.25493809533349,59.36434372977865,PASS
2.268318024772864,54.32662874609814,30.940453641275862,FAIL
8.219772826786357,46.62844678788368,65.49247139506903,PASS
1.6709557931179373,61.27732945844659,33.432062801657146,FAIL
9.881982429404657,57.2343394992449,65.1122580551344,PASS
7.9502029236699165,57.778487227359406,67.45855418216937,PASS
,54.0164650629946,32.208071266540635,FAIL
1.0496990541124216,42.52559137818172,31.62522070292252,FAIL
8.339152856093508,41.07243608400483,63.52497904264271,PASS
7.361716094628554,99.26334338416189,74.27730834851377,PASS
,,70.47695958018069,PASS
7.941433120173512,63.0595988295809,65.27028268533694,PASS
1.6664018656068134,80.77883696158419,44.90741248827885,FAIL
4.226191556898454,53.09523327190385,44.79271517972618,FAIL
2.0428215357261674,96.99767103701352,44.78139281848188,FAIL
8.767930832880342,87.18070086493313,75.49418534878765,PASS
6.609683141448022,45.36466013873557,56.34408385064015,FAIL
3.9780822236738422,65.0548465470957,44.2384730766748,FAIL
1.5720251525742128,92.74709845372988,42.94072282815303,FAIL
3.79884089544096,,52.89216011545189,FAIL
3.9266498982407234,68.04409067499219,48.9688810891678,FAIL
7.566455605042576,76.80468335264246,78.86677596248559,PASS
6.738017242196918,50.02203676552451,48.36123634592303,FAIL
8.98491468318694,99.4701175682186,84.83371772658593,PASS
5.249934326457543,53.90030208300661,54.87089524256751,FAIL
2.0763482134447155,96.56390644810752,48.60909669023802,FAIL
7.419203085006955,78.97879893954212,70.94939398210029,PASS
7.847065437552077,76.46420769273155,64.5090426241186,PASS
6.051494778125466,70.76131066099052,60.70353364106178,PASS
7.938704619591049,53.84018870306552,60.29387725415872,PASS
5.444160367279517,50.591681920330494,52.38612458292909,FAIL
5.704595464437946,53.22917254421052,55.7515765976977,FAIL
4.847869165226946,51.18629572865527,57.66168232768991,FAIL
1.2287721406968566,86.7750684140052,43.75205393515424,FAIL
1.97102284293974,,35.887102017611056,FAIL
1.282862671180608,43.47056059380378,24.774459101311237,FAIL
6.727693701374023,98.14615780844868,71.13110016619613,PASS
3.82920382968694,93.02715309780554,58.04929960486537,FAIL
5.577136220482325,95.6651369917128,64.67472884840159,PASS
9.168098265334836,99.69446935878612,86.5605839515367,PASS
3.2436300623398746,50.43371495316924,42.97962397100686,FAIL
4.693446307320667,63.77452113415953,43.94432716386894,FAIL
7.799960246887438,85.49430854224548,78.89691745698062,PASS
3.059183489424602,81.76123708322754,54.58598761711336,FAIL
1.6928191884591368,49.2337543803913,27.56725505949681,FAIL
3.607763076223912,88.94998749943707,43.00953588585142,FAIL
2.45099158528604,53.46643431019964,30.60242171503789,FAIL
9.367278871083158,53.42905688935738,74.69298984396428,PASS
8.273083416079754,72.21846537360481,70.13846291834628,PASS
6.700633808593811,75.57639609050219,58.73721631769538,PASS
8.84314531168946,74.80517247026867,71.61392094041368,PASS
8.23304869209203,45.489210243865294,63.56402769052903,PASS
2.6791305299743224,92.6476517578228,53.18838119400764,FAIL
9.0330309864098,55.93600255532236,66.34489545832947,PASS
5.854080177240856,47.77089527696825,46.54463693791814,FAIL
8.266961396476564,93.32488479213865,76.70597015401917,PASS
9.06482169931144,97.3390898937852,79.64769353157875,PASS
3.862031274746775,91.72765703592704,64.0780976354519,PASS
1.9904673207490908,88.57096448349269,43.76912005108584,FAIL
3.051416462877475,79.3145188383413,53.06868245385138,FAIL
4.843970097636307,73.05144223654835,61.047007642413135,PASS
8.362132893302437,45.21920559468461,64.88990119512583,PASS
8.74657524930709,64.50719278424192,67.37765179664198,PASS
1.0625691747807164,62.36131102073884,32.27602073388216,FAIL
5.596725723198092,55.58522702561957,50.09674139428371,FAIL
4.7566990283390105,83.40520682131509,52.62706856657045,PASS
2.9989702942365724,69.75254410472624,44.51766552168137,FAIL
2.0787883060031453,44.86277295445888,22.443851756000264,FAIL
4.038536542632651,53.21099211698868,47.41547650226655,FAIL
9.486187335212673,80.99552581957576,77.5060605174017,PASS
3.908826388186797,44.56785156941801,38.37707084806539,FAIL
5.669115595690295,91.07241484292612,66.19098327335264,PASS
7.3271706300566,69.70879162083847,63.224844930098,PASS
4.272666421413646,68.83519463959888,51.83087897028416,FAIL
9.746038744488644,75.54446707957106,76.57346227115903,PASS
,89.48085795550895,88.4589579418848,PASS
3.2660406624282774,60.86855247413158,33.94772590056028,FAIL
,80.68096915354381,60.28046832430693,PASS
3.707904788350927,73.94391783974746,57.81173607294504,FAIL
3.5635644493972087,56.02169621016528,35.224844108024286,FAIL
1.3319825261907952,,40.35830745085352,FAIL
,87.8455612964157,70.13815879595622,PASS
5.524111209059753,,60.32130898679897,PASS
1.463308761249904,91.03490374565452,45.48365580087912,FAIL
3.507818178129503,92.03765205758812,56.80008736442109,FAIL
9.174392973699884,82.50177860290208,82.0462836524691,PASS
3.156057016002752,,57.41710417052301,FAIL
2.304053848821008,81.84828770015702,46.30867760881041,FAIL
5.405074842498067,80.80844630561802,58.14246446164484,PASS
9.870854086995406,77.11668269291106,83.56381201815512,PASS
3.178497443603504,85.16299837345846,59.45709624187698,FAIL
7.049219926652907,49.51630631758442,54.38945342838544,FAIL
7.854576537958458,92.85224555193572,71.54113438721336,PASS
3.138737895931597,92.31061166471392,58.15333749197842,FAIL
7.553947137506736,41.75483698207355,53.86976466059511,FAIL
4.310048194473279,89.54900503388576,46.50649525585052,FAIL
6.690752475342215,47.73219204840671,56.78374758182586,FAIL
6.7017673968480524,60.10713125554851,54.87504855669005,FAIL
5.821972156672826,84.61049537749646,62.50139252284192,PASS
1.8126079304896747,49.64559376289849,30.581178810452844,FAIL
8.51772246030314,89.07802144714373,79.17231927926852,PASS
3.8870205847456223,89.92805067746451,58.95358228040911,FAIL
,70.44806402565017,39.39512672540429,FAIL
1.3669762739928752,40.383152303010014,25.553671282048796,FAIL
6.318036488694176,,53.1813642517492,PASS
,77.01561510254453,69.99069472835804,PASS
1.1492904603507053,98.8711706816454,48.371757994476965,FAIL
5.608837524693529,77.9088116210001,54.53051876164471,PASS
3.0384619767814414,55.58821486384959,42.8575064103222,FAIL
6.806555113685048,78.04034218597668,62.56909521724568,PASS
2.569297861044923,,45.84642740981088,FAIL
7.218439642922194,86.79072370906862,72.64492426524512,PASS
,46.4188383296175,50.1615442993468,FAIL
9.43056989863061,85.66167415012168,80.30018924134247,PASS
2.2376884973139397,72.47599472056662,38.43225639420535,FAIL
4.069597159452327,97.77952023153968,59.36269586043885,PASS
,60.51232996232116,32.79534152658359,FAIL
9.322242564507064,77.9573135880369,81.79384776746033,PASS
8.896054180428829,95.92168633060103,74.76739239220163,PASS
3.3214746494364005,46.15058367944076,29.799194623226533,FAIL
6.939856414307611,96.23370923418707,67.85375115731694,PASS
8.354999801810942,81.27314333804881,79.03579430414212,PASS
5.996807304395161,44.07022354631032,56.16519280340956,FAIL
5.766855205204059,58.057814016808976,51.53515554005653,FAIL
3.1766706181040654,82.4903253187169,48.03537460205703,FAIL
1.837924910253093,44.04103608812631,27.156299802081893,FAIL
9.07494182157994,74.9302276105764,81.15619166517122,PASS
9.103762514469974,60.75298341717741,65.18324026826797,PASS
6.697913115459412,77.25493106604863,65.58338291739042,PASS
4.051268119438307,42.74452202875077,42.23013755760399,FAIL
4.142886171513948,92.29220836914256,60.136785054926,PASS
7.533601109832154,98.4093381506438,77.97964889241202,PASS
9.073992339573191,98.13267131714149,89.62826068755827,PASS
8.983777818386056,84.97910990457548,65.39437158876429,PASS
8.018879912718614,47.80517440783792,62.605845924382784,PASS
6.77828481538859,85.49579175574135,64.81936236360237,PASS
1.7572596849554394,41.47521498752809,16.22321993550615,FAIL
2.454658426851524,41.32741309173984,31.36027036857846,FAIL
9.086987696743714,59.41661314897247,76.06987646912235,PASS
6.457861536936309,69.31859142427994,59.32950168125507,PASS
1.0827734645496667,86.22444506846759,44.66801808615006,FAIL
1.913243885794289,80.9977225963903,50.0266997574708,FAIL
6.971515921972502,66.7541623826049,68.13381683082471,PASS
1.0455542546159682,56.41759997689995,35.99463391069679,FAIL
2.447272462757488,99.82747000946269,55.87798777293197,FAIL
5.938604104299275,65.57087813415838,56.298539969667694,FAIL
7.227056779234239,67.08322145978053,54.95874342059757,FAIL
6.867651335523405,49.81742927150015,53.03491594556735,FAIL
3.018423785145038,87.68857292499575,45.95131511914253,FAIL
7.409612992127823,81.62093354688932,80.55115196688391,PASS
3.135241787471201,53.24617676732562,36.09525058212457,FAIL
3.9285972834334095,44.94286273695056,38.2361555458697,FAIL
7.718422646062217,80.82995812448279,73.68152336030653,PASS
6.846696091424932,79.27067285686812,66.15976183173419,PASS
8.6430106944476,56.39557161989256,74.24853732234878,PASS
6.91851603070309,97.05181373502462,70.30005883885305,PASS
6.114777430019244,49.06347350685401,51.17231382902404,FAIL
1.8430729104528325,65.94008806255611,31.87904684879637,FAIL
4.309442227534902,96.61695521005592,53.59388066559336,PASS
3.386821309135529,65.18363901556734,39.94871669737815,FAIL
3.195906790411752,78.31155685984513,47.11897271075475,FAIL
9.75709499277201,63.85566387776765,72.18122939238081,PASS
4.537879522000844,56.452912140920205,41.80845756700302,FAIL
,99.0386588775897,77.72597121564681,PASS
6.680247633975366,64.56004037890258,58.8097264582944,FAIL
8.153301731874835,93.64595222074806,70.7012876775184,PASS
5.523733837946729,53.79727635346517,52.937859549567726,FAIL
6.192134961637232,52.786282241505,52.48738646946068,FAIL
5.432659244369775,41.86804497307068,36.62275671375249,FAIL
2.7571868901824006,79.10000952255311,43.87989287468393,FAIL
7.502069037353548,62.11158062342567,58.5941954081851,FAIL
3.526951261967702,91.86149499037822,55.97522685808571,FAIL
1.2188436978830846,68.39259440149343,40.15350848012852,FAIL
6.80925066316451,98.09160567488333,63.90703323754717,PASS
2.5939961146634403,51.13153094218727,33.997723345929195,FAIL
9.464127259176228,92.11739007733664,83.3669283489826,PASS
9.585357193023286,86.59581116750451,85.92181081437056,PASS
9.233779511984036,86.25531067864313,81.73700497256587,PASS
4.331428302298999,90.68699368701326,54.1720923276062,PASS
1.1391095487598069,,38.36485384809792,FAIL
9.354867063289529,77.57321929788492,73.82349375158417,PASS
,47.87469266094325,48.79819943164944,FAIL
9.699893371393026,41.95157076947511,65.3866534081149,PASS
9.672579793803276,95.2508708689412,95.96920074535792,PASS
8.677085099206241,76.99901887124429,73.88172897545581,PASS
3.6500400286262713,87.79223745857058,49.82506129200728,FAIL
4.465879557417328,68.891341090753,42.3173622603237,FAIL
8.660230043651712,47.03849133774367,53.10084837207629,FAIL
3.852298046406499,47.51114753215303,30.345269529866258,FAIL
2.5254347201748324,81.13391723373829,46.416373749426896,FAIL
6.011211362125152,65.81835369396777,58.92702340436254,FAIL
9.425392967447028,52.0314836020202,60.03360476788256,PASS
7.264268170074757,69.49567280448622,68.59480154254885,PASS
6.1305505308042845,43.85253622450804,45.778461885407445,FAIL
1.8745884439369167,74.91828411486392,40.0742209255579,FAIL
6.535065040292528,56.13960426610586,63.192270049182106,PASS
,,89.17803824931202,PASS
2.260756137128716,58.621717535414426,33.40981446028019,FAIL
5.664966871273631,67.31320894490807,50.79415680725495,FAIL
8.8963576473516,40.69723239448604,50.0016041879059,FAIL
7.66691755978784,,52.47754650979651,PASS
7.273141668957412,63.54961338440109,60.72990250440903,PASS
7.322356755883983,68.79633008302741,59.19441817687496,FAIL
4.2354203609777965,76.00123288715822,50.92131012429075,PASS
3.64232659838044,57.499754722558194,41.59579429571932,FAIL
8.284250399306622,81.69891316759255,72.97653735452973,PASS
8.291020552112627,91.60734383135228,74.84802738898675,PASS
8.803650867220934,86.791059333601,79.57795142937871,PASS
9.219164973008242,42.37712952090143,65.25637992124882,PASS
5.60208158974844,68.83041683546973,50.09057929571586,FAIL
5.513646652184796,46.29581070509049,53.14121944169153,FAIL
8.184656610700976,54.522700951751645,62.23942277278423,PASS
6.849675376999887,,74.02252723813518,PASS
7.31770189531933,48.5497325740908,59.54947462251575,FAIL
8.16213402492491,69.93328920708137,69.9500664637746,PASS
9.010048076358096,77.08934405908715,80.65166117499157,PASS
4.041956411663822,82.14789823264624,54.50456217738672,PASS
4.380246573759496,73.57892100921484,48.27061439928124,FAIL
1.845837458567821,40.58625084515102,27.271205256930024,FAIL
6.204521268965566,59.58767849463951,49.13904670608032,FAIL
1.3234804641706788,71.06269860308268,35.58528029096908,FAIL
5.190382163192141,45.27198994869,43.8945568422144,FAIL
5.883801712368189,61.037615872550845,52.79347062449858,FAIL
3.5788712691545594,41.99218652748199,34.04854339957094,FAIL
6.317499345121097,44.71470982930124,40.064135429837776,FAIL
1.2745022494514449,63.81539657209576,29.155045337390725,FAIL
1.3361336987429298,47.96294524258362,26.330071096453672,FAIL
8.403405045936925,74.05245089569348,72.43728754794901,PASS
4.241715772701366,81.36789814823595,48.61736241817143,PASS
2.143544613866963,88.03520194654497,52.26034305227631,FAIL
5.700189340493239,52.009014654688606,44.97367832326913,FAIL
7.9299419778874976,50.04895493554419,64.51657786628884,PASS
2.9423892474715885,46.274070420064014,35.35754621474197,FAIL
6.606014282371002,78.1858149726182,61.07326085168329,PASS
1.768127184943912,82.38854358921407,50.67260782345274,FAIL
1.4651354905174694,41.89516868953852,18.115560769620355,FAIL
5.782191684113332,96.1727347746214,71.97582319846524,PASS
5.865716094490959,43.118277019088346,51.57880287030503,FAIL
6.736869113483859,72.47778011806423,59.32235656926177,PASS
7.534822003503954,,77.6538889846634,PASS
9.782668715162812,92.25814742476511,84.56636997272535,PASS
5.646703134710758,82.84521592794567,62.81507019113134,PASS
3.9066082564712135,88.10368498418751,56.076124469887176,FAIL
8.156675752918332,60.36701155256837,64.25863967826626,PASS
3.437490261358668,,56.79729540250855,FAIL
4.950742786350725,44.806890783080505,46.64391384774689,FAIL
1.7061074320803935,93.68899936363168,37.26347703966373,FAIL
1.2281566907391177,72.85554256922418,41.80470169577603,FAIL
9.663835732101326,89.03786619774962,75.6218651994281,PASS
8.523821084609853,67.139097071098,74.63747527319674,PASS
7.263767854843282,78.6146617117915,73.39822964307093,PASS
4.680576499728429,71.58415965616679,46.58171421003287,FAIL
2.559648880637612,83.89537130531991,44.3023214855431,FAIL
2.4079333840397745,44.897798921835374,24.470263146503346,FAIL
3.252186083481358,43.62112503943383,32.634775281736644,FAIL
5.943039982355084,54.82619404060878,50.10550610709023,FAIL
7.431363304300561,,60.88419150556602,PASS
6.941776390459581,92.3070139955321,78.18323128110879,PASS
3.5194050725134858,53.15283924148266,45.83658011311027,FAIL
9.593787525968748,98.55191534914788,84.57886363661137,PASS
7.641072250261916,60.213747506266415,61.24475088509351,PASS
5.989186472602606,50.92707494132196,41.89957137843706,FAIL
6.5054867161091705,87.38191042854875,63.45084741948442,PASS
4.776400561850109,79.52246653005257,60.51524758675887,PASS
3.229578905510417,69.89174298718834,52.182505840168574,FAIL
4.2037541078613545,73.32181305625787,44.17575140241031,FAIL
7.820614994179322,83.15210669633584,69.40159635366648,PASS
1.1295413976678028,53.70728447987793,26.998591995495552,FAIL
2.0446537645622462,99.78003496340452,51.53608860227108,FAIL
1.4140237781957747,98.487589728807,42.41713718289345,FAIL
1.3665592208707311,79.01954118081622,40.56091779900059,FAIL
8.699145256099065,51.97254705574871,61.91554836744022,PASS
7.332920734420213,80.81369454587748,68.91782013606067,PASS
5.267564461785927,44.33190453875055,46.80200536444836,FAIL
1.8805074458590132,41.839150132348365,26.170308631289103,FAIL
5.424542876051492,55.46097331067282,47.12517425189374,FAIL
5.261245937025091,67.75737740435898,52.86113162723989,FAIL
2.5588168291901368,92.09635032450282,49.19080947972514,FAIL
4.904664843141758,83.63014418597848,56.125326740689545,PASS
4.586542609576361,84.56239127199886,55.46368924334584,PASS
6.542650882469948,65.52960006688451,66.91833029162713,PASS
6.715842857808794,60.75609955281777,60.68625134987727,PASS
1.4077360879484009,62.26232577907616,30.466209161226665,FAIL
4.371513531638241,99.25897382416346,65.04592921041028,PASS
6.632739241428127,42.40655148474895,48.45721935226017,FAIL
5.528226327220789,92.02188976734692,70.31551073097593,PASS
8.7084085706949,74.7205245143436,75.2784636202024,PASS
6.928242684570505,66.31692515137543,60.63147276338155,PASS
2.466409843732867,83.51545962490819,47.976817697679,FAIL
1.6351187266038685,69.20013648548218,28.00126746686972,FAIL
6.78177350385684,92.40539428489964,65.23718788869505,PASS
1.2386017948745964,94.04211184067552,37.84022867864791,FAIL
6.2719802314611695,65.30325561240733,58.19591887608732,FAIL
9.462072172824618,56.60966783410309,78.61680299518977,PASS
6.179267600882911,75.54101971560173,72.26924662161841,PASS
4.493529335858697,94.74180073700144,63.554622481297855,PASS
6.789593965981179,52.63973134033999,57.508084740764176,FAIL
5.12427601442365,77.37799501380897,47.56728940687814,PASS
5.910551103843415,77.89361320555123,57.99683180276746,PASS
9.473183278988726,83.98678134491686,77.02171017336919,PASS
4.474923740206968,47.89406110763559,38.4280051528335,FAIL
9.650715074415228,82.94949788092532,80.59265543152232,PASS
9.148155777604574,94.54195123993848,81.19710649551261,PASS
2.762120213103668,50.78098653221452,24.22649662652521,FAIL
1.624251707876489,54.25259949543266,33.561849618143185,FAIL
1.90700201239684,98.28370564249838,43.48477719028451,FAIL
1.1639964308639477,50.85861716256939,27.359663339903243,FAIL
1.849986646803356,91.26310560217476,56.12558882363655,FAIL
7.147060960747211,69.53667138688209,58.95305040055678,PASS
1.6406978361420608,54.83386446419063,17.485597352654906,FAIL
3.870780672643852,92.24499407635068,54.82187988435898,FAIL
8.60387779872509,66.71831530015993,75.21151328868228,PASS
1.209447421622433,70.8890412357814,44.194590873527694,FAIL
8.330216343300421,61.55400216398594,60.1249346098344,PASS
3.5366929729606,75.57705108609565,50.39778141542386,FAIL
2.0634834485949063,49.81143235510137,27.915437901114814,FAIL
7.270634488277356,63.46489219910564,61.20938754950836,PASS
6.660485621018956,98.16473934011724,85.79004057622686,PASS
8.897248121743477,55.48800596206765,59.16659135156867,FAIL
,79.40419987247753,71.10857522763874,PASS
8.231328373463636,59.511403853481696,67.29966926753804,PASS
3.538311153141758,86.40838754119605,57.68384240688395,FAIL
2.5969558940175053,47.85241964310099,32.6156630946824,FAIL
7.755532764767725,98.18926270471268,79.59362160324422,PASS
8.261512653405376,67.22737248301836,66.24026942312527,PASS
9.91454627800606,54.16302780078784,72.58357721657097,PASS
4.713559092202838,44.40980483980076,39.61575601944744,FAIL
4.348162772135049,50.18547430525244,44.92286303205648,FAIL
7.987716646677971,71.18643691336106,66.5651063185161,PASS
4.06723186227716,60.22019058587718,46.30973751524761,FAIL
,89.73300195295657,82.63096636491815,PASS
8.725714766587107,65.85325141970836,75.60012565467972,PASS
4.860946246375165,54.92285635525779,46.01690515603651,FAIL
7.757839610123476,77.0286991962418,60.73551538807969,PASS
7.790885866762141,82.40663301312675,78.22669004263138,PASS
1.9281148195233933,50.02251447405699,25.12091838292667,FAIL
9.1229761601161,50.05715297729906,62.368910298256026,PASS
5.547271352030714,42.20028561601258,41.63816453634114,FAIL
8.438117194969674,84.18412090393844,82.73642480227784,PASS
3.880446409275506,79.8282716573083,40.655169639407376,FAIL
9.059709056465804,68.47785254498883,88.37842896862452,PASS
4.502815108607468,90.65022693815185,64.05445036362833,PASS
1.0975388633226852,88.34020917700319,41.9399725580605,FAIL
9.148437787773371,75.12126186380513,75.51622368130748,PASS
1.821580091075202,92.09627683079552,47.3741815619825,FAIL
3.873822738313734,52.350472602206096,42.9149148743478,FAIL
9.550557703457244,46.71517716386367,69.66493731258198,PASS
,56.18497669101937,73.02933461861501,PASS
6.160940993109575,43.42521136535889,48.62269291796768,FAIL
6.686534909528193,71.87017168006193,61.1940511181291,PASS
5.036009697804878,96.19634153769768,62.90221868583591,PASS
3.638896945282581,42.36061244011058,34.16418830069374,FAIL
3.957980908329244,47.32659484060161,44.38939296222219,FAIL
7.052666104693346,67.13194169700611,65.08389081367349,PASS
7.77137076493912,96.0325010516743,62.56791107204392,PASS
8.124211393532637,58.96936629860503,67.48830736975401,PASS
,70.43408852130355,69.68013280787022,PASS
1.8208549274382133,42.494371543023526,26.00847947217099,FAIL
5.449782742323233,48.90059205772533,44.86655826926187,FAIL
1.5180288401497986,99.1978073775308,52.889830751691385,FAIL
5.94575994091362,97.90712178616272,73.62928072964749,PASS
,40.29639885606458,37.12304376510975,FAIL
8.989337644824698,97.10870712539436,85.8254325099039,PASS
4.158235112968708,78.34719626893002,47.27177039970912,FAIL
,92.07509767120132,40.19996398377815,PASS
2.2869251384755227,67.28439133803155,35.21479610464041,FAIL
7.85359568545725,70.93576171475502,71.95425047510204,PASS
6.56396256984635,69.3307948154152,65.31775600227827,PASS
1.9101040851051123,80.01185545276627,44.12068970711854,FAIL
1.756961255034977,,31.761915323566384,FAIL
7.30872218313208,41.798415392360674,55.84386850817946,FAIL
1.6548670572777415,58.47579649547146,28.45724590846253,FAIL
8.396740533613206,82.2808457641988,77.05565369711526,PASS
7.3561800444084655,52.1112071273769,61.6274306991315,PASS
1.732139025777098,80.40594599949503,44.59453017775138,FAIL
1.7635394267667273,98.19472276643624,54.04015309778134,FAIL
9.87975620651058,45.6340429473651,71.19391744750425,PASS
4.368437161805083,80.35612709350758,55.74187768413636,PASS
4.335779323602019,66.62501315827427,53.67965307290194,FAIL
8.315196105317522,92.08853526265032,78.27878833540244,PASS
9.525237196454729,,63.46840767287231,PASS
9.874009574405838,81.55755713356987,81.17773590573832,PASS
,90.2869173788866,71.29227206417477,PASS
4.386336269778242,96.6768531684414,57.22653124139587,PASS
1.7515064502880189,80.99488169737876,40.432891576814015,FAIL
7.994322243346931,69.83048584050565,63.94170594793711,PASS
6.025638247622245,77.07083441207283,59.41671735474516,PASS
4.817998083222786,92.1342990687231,51.47563670883424,PASS
,74.23658479832977,76.54704978545972,PASS
2.000777340755362,41.82322358181021,26.739203513312017,FAIL
5.433625938617732,95.85692173041866,61.42545522991517,PASS
1.1021828029067715,81.37160506189366,41.35578438145335,FAIL
5.217945777947136,80.59080314663478,63.01390083652239,PASS
1.5067294811365362,52.94050914386303,20.672051741383022,FAIL
2.0693612464126474,79.53312821395943,38.34643362481594,FAIL
2.057736220993944,63.63186433924951,31.895715091733035,FAIL
6.842892719044572,79.07397862248953,61.14453953867435,PASS
7.71440391338881,46.39558181847944,61.277626503994576,PASS
6.250318885874437,79.47071827618217,62.07075104598104,PASS
9.659552936270876,99.96482354623998,86.96111989329732,PASS
4.373835215713337,42.892722331633365,29.006953189186262,FAIL
3.571408776536747,98.63045105327905,60.48631445504149,PASS
8.817392153705143,64.41447764337224,63.656459851607245,PASS
,92.24520702023554,52.25955869280123,PASS
9.669002854965502,86.94312904349641,84.50915058201703,PASS
1.109390272208347,74.02097565920008,41.95863460391503,FAIL
9.728909440368753,84.30695255507959,75.82322622828005,PASS
1.388439207555185,92.71093367808086,28.92900872990414,FAIL
9.02028802328264,64.24841929906198,71.72005555980647,PASS
5.749309981776698,59.62198969379432,61.59790169395549,PASS
9.936683165073704,80.05560313381508,87.90038884359173,PASS
1.6641690826185898,88.47075651647552,44.75744509605629,FAIL
5.984688559611887,85.73710808659695,61.76010510453798,PASS
9.72372282057189,87.86881893151806,87.80175465865324,PASS
5.707880597531339,66.13499888877598,50.12567154464475,FAIL
6.664587743217362,89.0700529705013,71.33274875106842,PASS
7.261738200861554,47.212543322236506,57.72105912903552,FAIL
5.090869582909959,72.66934587765098,59.82313580310459,PASS
6.648022720756571,,63.17662165029316,PASS
6.258828807307902,59.47514979401622,57.04628379003982,FAIL
9.1104220944189,61.98769209228387,67.80236918047056,PASS
1.409017423073121,63.77036149655533,32.42536015302776,FAIL
3.528668706330073,81.72803240139173,41.489176967761466,FAIL
9.553703356689027,63.31348607622074,69.62034555848815,PASS
9.012374055018247,66.92161735735183,69.78410502746645,PASS
5.100910775071417,54.252647852459646,44.58517102666798,FAIL
6.581193380213831,62.39510749776041,58.62578426034193,FAIL
3.496430646830194,53.63617763578909,34.8245246265556,FAIL
2.693090437513852,44.39175542610662,36.82730769463426,FAIL
5.173285644459839,76.20691560288267,56.35022978804325,PASS
4.180170052234475,80.09276791330097,52.89145582079969,PASS
